Dấu thời gian,Bạn bao nhiêu tuổi?,Hiện tại bạn đang cư trú ở đâu?,Bạn đã sử dụng sữa rửa mặt bao giờ chưa?,Nguyên nhân bạn chưa sử dụng sữa rửa mặt là gì?,Giới tính của bạn là?,1. Bạn sử dụng sữa rửa mặt với mục đích gì?,2. Da của bạn thuộc loại da gì?,3. Bạn thường sử dụng sữa rửa mặt bao nhiêu lần một ngày?,4. Bạn sử dụng sữa rửa mặt khi nào?,5. Bạn thường mua sữa rửa mặt ở đâu?,6. Bạn tiếp cận thông tin về sữa rửa mặt qua đâu?,7. Bạn đang sử dụng sữa rửa mặt chiết xuất từ đâu?,8. Dạng sữa rửa mặt bạn đang sử dụng là gì?,9. Bạn có thích sữa rửa mặt có mùi hương không?,9.1. Bạn yêu thích sữa rửa mặt có hương liệu trái cây nào nhất?,9.2. Bạn yêu thích sửa rửa mặt có hương liệu rau củ nào nhất?,9.3. Bạn yêu thích sửa rửa mặt có hương liệu hoa cỏ nào nhất?,10. Bạn thường mua sản phẩm với dung tích bao nhiêu?,11. Số lượng sản phẩm mua trong một lần của bạn,12. Bạn chấp nhận chi bao nhiêu cho 1 sản phẩm sữa rửa mặt với dung tích 150 ml?,13. Yếu tố quan trọng nhất ảnh hưởng đến việc lựa chọn loại sữa rửa mặt của bạn? ,14. Bạn thường lựa chọn sử dụng sữa rửa mặt thông qua đâu nhất?,15. Bạn hay sử dụng sữa rửa mặt của nước nào? ,16. Bạn thường mua sữa rửa mặt qua kênh online nào?,17. Bạn thường mua sữa rửa mặt qua kênh offline nào?,18. Bạn quan tâm nhất đến những yếu tố nào của nơi bán trực tiếp khi mua sữa rửa mặt? ,19. Bạn quan tâm nhất đến những yếu tố nào của nơi bán online khi mua sữa rửa mặt?,20. Bạn lo ngại điều gì khi sử dụng sữa rửa mặt? ,"21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
b, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Chất lượng]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thương hiệu]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Giá cả]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mẫu mã]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Xuất xứ]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thành phần]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mùi hương]","22. Nếu chúng tôi ra mắt một sản phẩm sữa rửa mặt mới, bạn có sẵn sàng dùng thử hay không?",23. Bạn mong muốn điều gì nhất ở một sản phẩm sữa rửa mặt mới? 
05/02/2023 10:17:04,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,Sau khi thức dậy,"Các sàn thương mại điện tử, Website của hãng, Cửa hàng của hãng","Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Chuyên viên",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Cherry, Việt quất, Chanh","Dưa leo, Nha đam, Cần tây","Lavender, Hoa hồng, Anh đào",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Mùi hương,"Review từ KOL, beauty blogger, người nổi tiếng","Mỹ, Nhật Bản, Hàn Quốc","Website của hãng, Sàn thương mại điện tử, Các trang mạng xã hội","Cửa hàng chính hãng, Siêu thị, Nhà thuốc",Uy tín của cửa hàng,Đánh giá từ những người đã mua,Không có hiệu quả hoặc hiệu quả kém,6.0,5.0,6.0,5.0,5.0,5.0,5.0,Chưa biết,Sản phẩm với công dụng khác biệt
05/02/2023 10:26:48,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng kem,Có,Đào,"Dưa leo, Nha đam, Rau má","Anh đào, Trà xanh",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)","Nhật Bản, Hàn Quốc, Pháp","Sàn thương mại điện tử, Các trang mạng xã hội","Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,5.0,4.0,6.0,7.0,5.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 10:48:00,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tư vấn từ bác sĩ",Chiết xuất từ thiên nhiên,Dạng bọt,Có,"Cherry, Đào","Nha đam, Rau má","Hoa hồng, Anh đào",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Pháp,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Thái độ nhân viên bán hàng,Đánh giá từ những người đã mua,Không có hiệu quả hoặc hiệu quả kém,6.0,6.0,6.0,5.0,5.0,7.0,5.0,Không,Sản phẩm lành tính với nhiều loại da
05/02/2023 11:05:38,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ",Cửa hàng của hãng,"Nhân viên tiếp thị, Gia đình; người thân, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Đào, Cam",Nha đam,Lavender,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Review từ người quen,"Hàn Quốc, Việt Nam",Website của hãng,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm",Thái độ nhân viên bán hàng,Đánh giá từ những người đã mua,"Sản phẩm không có nguồn gốc rõ ràng, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,3.0,5.0,3.0,5.0,5.0,4.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
05/02/2023 11:05:48,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng sữa,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Đức,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Thái độ nhân viên bán hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",5.0,3.0,3.0,3.0,5.0,5.0,3.0,Không,Sản phẩm lành tính với nhiều loại da
05/02/2023 11:17:23,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng sữa,Có,Đào,"Dưa leo, Thảo mộc, Nha đam","Lavender, Hoa hồng, Anh đào",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)","Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,"Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,6.0,1.0,3.0,4.0,2.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 11:21:13,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,1 lần/ngày,Sau khi về nhà,"Các sàn thương mại điện tử, Siêu thị; trung tâm thương mại, Cửa hàng tiện lợi","Truyền thông; quảng cáo, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng sữa,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)","Mỹ, Hàn Quốc",Sàn thương mại điện tử,Siêu thị,Giá cả,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Không có hiệu quả hoặc hiệu quả kém",6.0,2.0,7.0,1.0,4.0,5.0,3.0,Có,Sản phẩm lành tính với nhiều loại da
05/02/2023 11:27:13,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà",Các cửa hàng mỹ phẩm,"Gia đình; người thân, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Có,Tràm,"Thảo mộc, Nha đam","Lavender, Trà xanh",Trên 150 ml - 300 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,Review từ người quen,"Mỹ, Hàn Quốc",Website của hãng,Các cửa hàng mỹ phẩm,Giá cả,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái",5.0,3.0,5.0,3.0,3.0,3.0,2.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 12:29:17,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi make-up, Trước khi đi ngủ",Các cửa hàng mỹ phẩm,"Gia đình; người thân, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng kem,Có,"Táo, Việt quất","Nha đam, Rau má","Hoa hồng, Anh đào, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Dưới 100.000 vnđ/150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,Pháp,Sàn thương mại điện tử,Cửa hàng chính hãng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,4.0,4.0,3.0,5.0,6.0,5.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 12:31:28,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ",Các sàn thương mại điện tử,"Truyền thông; quảng cáo",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Dâu, Táo, Đào","Nha đam, Rau má","Anh đào, Trà xanh",Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Mỹ, Pháp",Sàn thương mại điện tử,Nhà thuốc,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,4.0,5.0,3.0,4.0,7.0,4.0,Có,Sản phẩm lành tính với nhiều loại da
05/02/2023 12:34:55,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà, Trước khi đi ngủ","Website của hãng, Cửa hàng của hãng, Các cửa hàng mỹ phẩm","Tư vấn từ bác sĩ, Chuyên viên",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Dâu, Táo, Đào",Thảo mộc,Anh đào,Trên 150 ml - 300 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Bao bì,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Mỹ, Úc, Anh","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị, Nhà thuốc",Giá cả,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Tác dụng phụ; gây kích ứng; bong tróc da, Không có hiệu quả hoặc hiệu quả kém",4.0,3.0,4.0,2.0,4.0,3.0,2.0,Có,Sản phẩm được tích hợp nhiều công dụng
05/02/2023 12:40:52,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)",Pháp,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,7.0,5.0,4.0,6.0,6.0,Không,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 12:44:07,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,Hơn 2 lần/ngày,"Sau khi thức dậy, Trước khi make-up, Trước khi đi ngủ",Website của hãng,Tự tìm hiểu,Chiết xuất từ các hoạt chất hóa học,Dạng sữa,Có,Việt quất,Nha đam,Lavender,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Xuất xứ,"Review từ các trang web, blog,... về làm đẹp",Hàn Quốc,Website của hãng,Cửa hàng chính hãng,Uy tín của cửa hàng,"Chính sách khuyến mãi, ưu đãi",Không có hiệu quả hoặc hiệu quả kém,5.0,5.0,4.0,3.0,5.0,4.0,3.0,Không,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 12:52:18,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà","Các sàn thương mại điện tử, Website của hãng","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Dâu, Việt quất, Đào",Nha đam,Lavender,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ KOL, beauty blogger, người nổi tiếng","Nhật Bản, Hàn Quốc","Website của hãng, Sàn thương mại điện tử",Cửa hàng chính hãng,Giá cả,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",5.0,5.0,4.0,2.0,4.0,6.0,7.0,Chưa biết,Sản phẩm được tích hợp nhiều công dụng
05/02/2023 12:55:52,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Siêu thị; trung tâm thương mại",Tự tìm hiểu,Chiết xuất từ các hoạt chất hóa học,Dạng bọt,Không,,,,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ các trang web, blog,... về làm đẹp","Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,"Cửa hàng chính hãng, Siêu thị","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,7.0,4.0,7.0,7.0,1.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
05/02/2023 12:55:54,Dưới 18 tuổi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2023 12:59:13,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da nhạy cảm,1 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Đào,Nha đam,Trà xanh,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)",Hàn Quốc,Sàn thương mại điện tử,"Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",5.0,1.0,4.0,4.0,5.0,5.0,1.0,Có,Sản phẩm lành tính với nhiều loại da
05/02/2023 13:07:09,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da mụn,1 lần/ngày,Trước khi đi ngủ,"Các sàn thương mại điện tử, Website của hãng, Cửa hàng của hãng","Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,Review từ người quen,"Hàn Quốc, Pháp","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,4.0,7.0,3.0,4.0,6.0,2.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
05/02/2023 13:09:02,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,Hơn 2 lần/ngày,"Sau khi thức dậy, Trước khi make-up, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Có,Táo,Nha đam,"Hoa hồng, Trà xanh",Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Mỹ, Hàn Quốc, Pháp","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,7.0,7.0,5.0,6.0,7.0,7.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
05/02/2023 13:13:03,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ",Các sàn thương mại điện tử,"Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Review từ người quen,"Nhật Bản, Hàn Quốc, Đức",Sàn thương mại điện tử,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,5.0,4.0,5.0,7.0,4.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 13:18:06,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,1 lần/ngày,Sau khi về nhà,Cửa hàng tiện lợi,"Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng kem,Có,Chanh,Nha đam,Trà xanh,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Dưới 100.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp","Mỹ, Nhật Bản, Việt Nam",Sàn thương mại điện tử,Cửa hàng tiện lợi,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Không có hiệu quả hoặc hiệu quả kém",1.0,1.0,1.0,1.0,1.0,1.0,1.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
05/02/2023 13:24:35,Từ 18 - 25 tuổi,Khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2023 13:35:20,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da lành tính,1 lần/ngày,Sau khi về nhà,"Các sàn thương mại điện tử, Website của hãng, Cửa hàng của hãng","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng kem,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)",Hàn Quốc,"Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,5.0,6.0,4.0,5.0,6.0,4.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
05/02/2023 13:36:03,Từ 18 - 25 tuổi,Khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
